id,rawTweet,cleanedTweet,label
121,"invasi rusia ukraina hari 322, kota soledar ukraina dikuasai grup wagner jadi tanda moskow berhasil
 #canada #germany #america #ukraine #bakhmut
 ",invasi rusia ukraina kota soledar ukraina asai grup wagner tanda moskow hasil canada germany america ukraine bakhmut,positif
122,"@yuddychrisnandi @joebiden @jokowi president @joebiden lebih jelas memposisikan usa sebagai pelindung masyarakat ukraina dari segala jenis invasi perang rusia yg dapat mengakibatkan pada perampasan hak utk hidup, utk berada dalam keadaan aman dan tentram, utk tidak disiksa dan merdeka dari segala jenis penjajahan.",yuddychrisnandi joebiden jokowi president joebiden posisi usa lindung masyarakat ukraina jenis invasi perang rusia yg akibat ampas hak utk hidup utk aman tentram utk siksa merdeka jenis jajah,positif
123,momen kunjungan dadakan biden ke ukraina jelang setahun invasi rusia ,momen kunjung dada biden ukraina jelang tahun invasi rusia,positif
124,"jelang setahun invasi rusia ke ukraina, biden mendadak muncul di kyev, wah jadi nih perang di ukraina adalah perang rusia vs barat ",jelang tahun invasi rusia ukraina biden dadak muncul kyev nih perang ukraina perang rusia vs barat,positif
125,"@dennysiregar7 berikut daftar wni yang pernah dan masih tinggal di ukraina sehingga dapat menjadi saksi kekejaman invasi rusia :
1. vanda sakina damayanti
2. pepi aprianti utami
3. benni sitanggang
4. rini khuludkova
5.  nani agustin
6. dan lain-lain",daftar wni tinggal ukraina saksi kejam invasi rusia vanda sakina damayanti pepi aprianti utami benni sitanggang rini khuludkova nan agustin,positif
126,"live now: jelang peringatan satu tahun invasi rusia ke ukraina, presiden as joe biden senin pagi (20/2) melakukan kunjungan rahasia ke kiev utk menunjukkan dukungan kuat pada perjuangan ukraina. (laporan wartawan @voaindonesia @mazrieva) 

streaming ?
",live now jelang ingat invasi rusia ukraina presiden as joe biden senin pagi kunjung rahasia kiev utk dukung kuat juang ukraina lapor wartawan voaindonesia mazrieva streaming,positif
127,as peringatkan china jangan ikut campur invasi rusia ke ukraina ,as ingat china campur invasi rusia ukraina,positif
128,"presiden as joe biden melakukan kunjungan mendadak, senin (20/2) ke ukraina, menjelang peringatan satu tahun invasi rusia, dengan mengatakan dia ada di sana untuk ?menunjukkan dukungan kami bagi kemerdekaan, kedaulatan, dan integritas wilayah negara.?
",presiden as joe biden kunjung dadak senin ukraina jelang ingat invasi rusia dukung merdeka daulat integritas wilayah negara,positif
129,"kunjungan presiden as joe biden yang tidak diumumkan ke media, terjadi beberapa hari jelang peringatan satu tahun invasi rusia ke ukraina.  ",kunjung presiden as joe biden umum media jelang ingat invasi rusia ukraina,positif
130,"@franksudiro @batukarak1 @hariankompas pengen nya kalo rusia invasi ya udah nyerah aja gitu, ""dengan nyerah ngga akan ada korban jiwa, zelensky ngotot sih, lebay "".
naif sekali , nyerah ngga nyerah korban jiwa pasti banyak. rusia memainkan apa yang mesti yues-ei mainkan saat nyerang irak dan afgan",franksudiro hariankompas ken nya kalo rusia invasi ya udah nyerah aja gitu nyerah ngga korban jiwa zelensky ngotot sih lebay naif nyerah ngga nyerah korban jiwa rusia main mesti yues ei main nyerang irak afgan,positif
131,"kunjungan pertama ke kyiv sejak invasi rusia, joe biden peluk erat presiden ukraina ",kunjung kyiv invasi rusia joe biden peluk erat presiden ukraina,positif
132,"breaking news : 1) jelang peringatan satu tahun invasi rusia ke ukraina, presiden as joe biden senin pagi (20/2) melakukan kunjungan rahasia ke kiev utk menunjukkan dukungan kuat &amp; tak tergoyahkan pada perjuangan ukraina. (wartawan @voaindonesia @mazrieva)",breaking news jelang ingat invasi rusia ukraina presiden as joe biden senin pagi kunjung rahasia kiev utk dukung kuat amp goyah juang ukraina wartawan voaindonesia mazrieva,positif
133,"breaking news : 1) jelang peringatan satu tahun invasi rusia ke ukraina, presiden as joe biden senin pagi (20/2) melakukan kunjungan rahasia ke kiev utk menunjukkan dukungan kuat &amp; tak tergoyahkan pada perjuangan ukraina. @radioelshinta",breaking news jelang ingat invasi rusia ukraina presiden as joe biden senin pagi kunjung rahasia kiev utk dukung kuat amp goyah juang ukraina radioelshinta,positif
134,"@nusantara_one jngn sok tau lu masalah rusia ukraina
klo ukraina jadi gabung nato rudal� as nato siap diarahkan ke rusia. itu yg jadi pertimbangan rusia invasi ukraina",nusantara one jngn sok tau lu rusia ukraina klo ukraina gabung nato rudal as nato arah rusia yg timbang rusia invasi ukraina,positif
135,"@idextratime 4 hari lagi mengenang 1 tahun invasi rusia ke ukraina, yang menjadi awal kehancuran chelsea ?",idextratime kenang invasi rusia ukraina hancur chelsea,positif
136,kunjungan biden ke ukraina ini jelang satu tahun invasi rusia ke ukraina pada 24 februari 2022. #newsupdate #update #news #text ,kunjung biden ukraina jelang invasi rusia ukraina februari newsupdate update news text,positif
137,sirene serangan udara terdengar di kyiv sesaat sebelum kedatangan biden ke ukraina dikonfirmasi. kunjungannya terjadi jelang setahun invasi rusia. ,sirene serang udara dengar kyiv datang biden ukraina konfirmasi kunjung jelang tahun invasi rusia,positif
138,"menlu as antony blinken peringatkan menlu cina wang yi untuk tidak memberikan bantuan material ke rusia yang melakukan invasi di ukraina. blinken menjelaskan akan ada konsekuensi yg harus diterima oleh cina, atau negara yg memutuskan untuk membantu rusia.

",menlu as antony blinken ingat menlu cina wang yi bantu material rusia invasi ukraina blinken konsekuensi yg terima cina negara yg putus bantu rusia,positif
139,"tak kutuk invasi, china beberkan rencana perdamaian rusia-ukraina  #trenasia",kutuk invasi china kan rencana damai rusia ukraina trenasia,positif
140,as menuding china sedang pertimbangkan untuk mengirim pasokan senjata ke rusia yang lancarkan invasi terhadap ukraina. beijing pun diperingatkan. ,as tuding china timbang kirim pasok senjata rusia lancar invasi ukraina beijing ingat,positif
141,"jalannya invasi rusia dapat dibagi ke lima babak mulai dari awal perang, perebutan mariupol, kengerian di bucha, hingga serangan balik ukraina. ",jalan invasi rusia bagi babak perang rebut mariupol ngeri bucha serang ukraina,positif
142,"@harnadihidayat menduduki atau ogak. cuma putin yg tahu. step blm sampai dstu.
step masih invasi. stlhny langkah aneksasi sprti ndek krimea. 

lah aneh. hak apa putin mengatur negara berdaulat.? 
yg scr histori mengenalkan 'tuhan' pd bangsa rusia.",harnadihidayat duduk ogak putin yg step blm dstu step invasi stlhny langkah aneksasi sprti ndek krimea aneh hak putin atur negara daulat yg scr histori kenal tuhan pd bangsa rusia,positif
143,dewan keamanan pbb dianggap tak berdaya tangani invasi rusia di ukraina ,dewan aman pbb anggap daya tangan invasi rusia ukraina,positif
144,"karena unggah konten bernada antiperang di instagram mengenai invasi rusia ke ukraina, mahasiswi rusia ini jadi tahanan rumah dan hanya boleh keluar untuk pergi ke persidangan.  ",unggah konten nada antiperang instagram invasi rusia ukraina mahasiswi rusia tahan rumah pergi sidang,positif
145,"tweeps, polri akan deportasi antonio strangio, buronan kasus narkoba &amp; kejahatan lain yang ditangkap di bali belum lama ini. sementara, as berjanji 'tak akan tinggalkan ukraina', jelang 1 tahun invasi rusia ke negara itu. simak infonya di sini! ",tweeps polri deportasi antonio strangio buron narkoba amp jahat tangkap bal as janji tinggal ukraina jelang invasi rusia negara simak info,positif
146,@andri_t_reds @yo2thok hahahaa. lu harus tau alasannya knapa rusia invasi ukraina,andri t reds hahahaa lu tau alas knapa rusia invasi ukraina,positif
147,"peringatan satu tahun invasi rusia ke ukraina (diperkirakan ada peningkatan serangan)
*) f: forecast (perkiraan) , p: previous (sebelumnya)",ingat invasi rusia ukraina tingkat serang f forecast kira p previous,positif
148,"jakarta ikut pusing dengan invasi rusia ke ukraina karena mengemban tanggung jawab sebagai presiden g20. kelompok ekonomi itu akhirnya memasukan dampak perang pada pangan dan energi ke agendanya. 4/10

",jakarta pusing invasi rusia ukraina emban tanggung presiden kelompok ekonomi pasu dampak perang pangan energi agenda,positif
149,as ultimatum china agar tak dukung rusia invasi ukraina ,as ultimatum china dukung rusia invasi ukraina,positif
150,"ujung dari perang di ukraina, yang diawali invasi rusia, 24 februari tahun lalu, belum bisa diketahui. tiga kekuatan (china, india, dan amerika serikat) mengambil momentum saat ini untuk konsolidasi posisi masing-masing. #redaksikompasbicara ",ujung perang ukraina awal invasi rusia februari kuat china india amerika serikat ambil momentum konsolidasi posisi redaksikompasbicara,positif
151,"ujung dari perang di ukraina, yang diawali invasi rusia, 24 februari tahun lalu, belum bisa diketahui. tiga kekuatan (china, india, dan amerika serikat) mengambil momentum saat ini untuk konsolidasi posisi masing-masing.



 #internasional #adadikompas",ujung perang ukraina awal invasi rusia februari kuat china india amerika serikat ambil momentum konsolidasi posisi internasional adadikompas,positif
152,invasi rusia ke ukraina telah memasuki hari ke-361 pada minggu (19/2/2023) sejak dimulai pada 24 februari 2022. berikut rangkumannya. ,invasi rusia ukraina pasuk minggu februari rangkum,positif
153,as resmi beri label invasi rusia ke ukraina sebagai kejahatan terhadap kemanusiaan! ,as resmi label invasi rusia ukraina jahat manusia,positif
154,"@rellymarisna @txtdarihi bukan dingin, justru musim dingin malah bikin lancar logistiknya. yg bikin susah itu musim lumpur (rasputitsa) yg terjadinya di musim semi &amp; gugur. fyi, invasi rusia ke ukraina juga dihambat oleh rasputitsa dan ukraina juga kesulitan serang balik ke wilayah donesk",rellymarisna txtdarihi dingin musim dingin bikin lancar logistik yg bikin susah musim lumpur rasputitsa yg musim semi amp gugur fyi invasi rusia ukraina hambat rasputitsa ukraina sulit serang wilayah donesk,positif
155,"menlu as antony blinken bertemu diplomat china, peringatkan agar tidak membantu invasi rusia ke ukraina ",menlu as antony blinken temu diplomat china ingat bantu invasi rusia ukraina,positif
156,"#barat#strategi baru#invasi rusia!

perang ukraina yang sudah berlangsung hampir setahun pada 24 februari 2022 telah memicu berbagai spekulasi.

",barat strategi invasi rusia perang ukraina tahun februari picu spekulasi,positif
157,"tulis dampak invasi ukraina, media rusia diblokir  #tempodunia",tulis dampak invasi ukraina media rusia blokir tempodunia,positif
158,antony blinken memperingatkan wang yi tentang konsekuensi yang dapat diterima jika china memberikan dukungan material untuk invasi rusia ke ukraina. ,antony blinken ingat wang yi konsekuensi terima china dukung material invasi rusia ukraina,positif
159,as peringatkan china agar tidak bantu rusia invasi ke ukraina ,as ingat china bantu rusia invasi ukraina,positif
160,"as melaporkan sebanyak 30.000 pasukan wagner, kelompok tentara bayaran rusia, telah menjadi korban sejak dimulainya invasi di ukraina. sekitar 9.000 diantaranya tewas saat melakukan agresi militer.



#idm #as #rusia #ukraina #peranv #tentara #prajurit",as lapor pasu wagner kelompok tentara bayar rusia korban invasi ukraina tewas agresi militer idm as rusia ukraina peranv tentara prajurit,positif
161,"@cania_citta @conversationidn @sofiesyarief berikut daftar wni yang pernah dan masih tinggal di ukraina sehingga dapat menjadi saksi kekejaman invasi rusia :
1. vanda sakina damayanti
2. pepi aprianti utami
3. benni sitanggang
4. rini khuludkova
5.  nani agustin
6. dan lain-lain",cania citta conversationidn sofiesyarief daftar wni tinggal ukraina saksi kejam invasi rusia vanda sakina damayanti pepi aprianti utami benni sitanggang rini khuludkova nan agustin,positif
162,@cania_citta @conversationidn @sofiesyarief ini adalah akun twitter pepi aprianti utami (pendiri radio ukraina). wni yang tinggal di ukraina. dia adalah saksi kekejaman invasi rusia ke ukraina.   cc @sofiesyarief   ,cania citta conversationidn sofiesyarief akun twitter pepi aprianti utami diri radio ukraina wni tinggal ukraina saksi kejam invasi rusia ukraina cc sofiesyarief,positif
163,"@uyaboira kalo masih gamau cabut larangan marxisme, minimal adain lah partai yg kiri non marxis (sosialis liberal/pasar, demokrat sosial ala skandinavia, sosialis demokrat), saya sendiri anti sama marxisme apalagi setelah invasi rusia ke ukraina tapi kiri tetap dibutuhkan biar seimbang",uyaboira kalo gamau cabut larang marxisme minimal adain partai yg kiri non marxis sosialis liberal pasar demokrat sosial ala skandinavia sosialis demokrat anti marxisme invasi rusia ukraina kiri butuh biar imbang,positif
164,"@boedi_jabrik @dwioktariyadi @ekowboy2 @aniesbaswedan bang, abang coba baca sejarah. jangankan peristiwa malari. yang mencetuskan invasi jerman ke rusia itu juga pak anies. beliau juga yg ada di dalam patung kuda bersama odysseus merebut kota troya.",boedi jabrik dwioktariyadi aniesbaswedan bang abang coba baca sejarah peristiwa malar cetus invasi jerman rusia anies beliau yg patung kuda odysseus rebut kota troya,positif
165,@bujangkinangan @yo2thok itu strategi israel untuk melemahkan suriah. secara militer suriah tidak setangguh israel. tapi dijamin rusia dari invasi israel. serangan ini seperti dari kaktus menusuk tapak kaki.,bujangkinangan strategi israel lemah suriah militer suriah tangguh israel jamin rusia invasi israel serang kaktus tusuk tapak kaki,positif
166,"as: setahun invasi ke ukraina, rusia lakukan kejahatan kemanusiaan ",as tahun invasi ukraina rusia laku jahat manusia,positif
167,"@ganjarpranowo jateng sudah invasi ke madiun nggih ? 
dah kayak rusia di ukraina nih . ",ganjarpranowo jateng invasi madiun nggih dah kayak rusia ukraina nih,positif
168,"menteri luar negeri amerika serikat (as) antony blinken pada sabtu (18/2) memperingatkan menteri luar negeri china wang yi tentang konsekuensi yang diterima jika china memberikan dukungan material untuk invasi rusia ke ukraina.

",menteri negeri amerika serikat as antony blinken sabtu ingat menteri negeri china wang yi konsekuensi terima china dukung material invasi rusia ukraina,positif
169,"as licik! sengaja buat ukraina 'ketergantungan' bantuan barat agar washington bisa kuasai kiev
selengkapnya: 

#beritaterkini #beritaviral #as #invasirusia #ketergantungan #ukraina ",as licik sengaja ukraina gantung bantu barat washington kuasa kiev lengkap beritaterkini beritaviral as invasirusia gantung ukraina,positif
170,"as peringatkan china tidak bantu rusia dalam invasi ukraina

 #sindonews #bukanberitabiasa .",as ingat china bantu rusia invasi ukraina sindonews bukanberitabiasa,positif
171,"yang anehnya terdapat salah satu paragraf yang berupaya memberikan peringatan invasi rusia atas ukraina, paragraf tersebut menjelaskan kejahatan, ketidakmanusiaan, dan lain lain untuk memojokkan rusia.",aneh salah paragraf upaya ingat invasi rusia ukraina paragraf jahat ketidakmanusiaan pojok rusia,positif
172,amerika tuding rusia telah melakukan kejahatan terhadap kemanusiaan dalam perang invasi ukraina ,amerika tuding rusia jahat manusia perang invasi ukraina,positif
